9090,Exposed, police detective police corruption drugs miracle subway husband wife relationship lie reference to god child iraq child care force spirit knife,1
9091,Sophie and the Rising Sun, interracial sex female nudity f rated,1
9092,Outlaws and Angels, mexico new mexico apache mesilla new mexico white sands new mexico el paso texas reward money sororicide double cross decapitation incest posse bank robbery rape,1
9093,Lazer Team,,0
9094,Jane Got a Gun, ex lover haunted by the past death of husband redemption brothel gun store showdown female fighter tough guy one against many quick draw gunfight shot to death ex fiance flashback,1
9095,The Finest Hours, oil tanker coast guard 1950s sinking ship survival storm at sea lifeboat disaster coast guardsmen ship split in two freighter coast guard station 1950s america small town america assertive woman,1
9096,Fifty Shades of Black, woman reference to ryan gosling falling in love oversized dildo reference to denzel washington bar of soap flogging reference to taylor swift reference to kanye west woman wearing orange lingerie playing piano reference to luther vandross concert grand piano reference to kevin hart cunnilingus,1
9097,Life in Color, f rated,1
9098,Hollow Creek, f rated,1
9099,Blue Mountain State: The Rise of Thadland, male full frontal nudity male pubic hair pubic hair bare chested male bondage male rear nudity male nudity male frontal nudity american football,1
9100,Fourth Man Out, car mechanic religious neighbor priest marriage proposal gay bar gay son mother son relationship straight male gay male friendship dancing straight male friends coming out gay fourth of july friendship date,1
9101,The Choice, hospital bikini reference to star wars nonlinear timeline no opening credits lawn chair beaufort north carolina pregnant woman coma patient marriage proposal dead mother eating ice cream from the container southern accent boat ride first kiss,1
9102,Misconduct, tied feet neo noir voyeurism voyeur lust sexual attraction black panties nipples visible through clothing female removes her dress female removes her clothes blonde cleavage girl in panties scantily clad female panties,1
9103,Southbound, desert highway head blown off bar monster anthology band victim invited to dinner stabbed to death masked killer murder of family exploding head shot in the hand hand shot off tattoo artist,1
9104,Dance Camp,,0
9105,How to Be Single, single new york city spa reference to pubic hair pregnancy breakup hangover sex scene overweight woman reference to lord of the rings motor scooter scooter newborn baby selfie christmas tree,1
9106,Zoolander 2, chosen one model modeling legend fashion retired fashion model co written by actor male objectification directed by cast member what happened to epilogue ghost best friend family relationships absurd humor,1
9107,Muck, multiple murders female nudity one word title,1
9108,The VVitch: A New-England Folktale, goat witch isolation black magic rabbit female nudity possession evil death disappearance foreboding husband wife relationship animal attack father daughter relationship sin,1
9109,Bone Tomahawk, wilderness man using crutches male frontal nudity male rear nudity male nudity rescue troglodyte deputy sheriff posse gore ambush lever action rifle civil war veteran bullet extraction,1
9110,Risen, roman soldier crucifixion tomb judea resurrection biblical ascension day bare chested male bondage bare chested male empty tomb stigmata manhunt interrogation exhumation fugitive,1
9111,Where to Invade Next, norway tunisia italy france germany employer employee relationship iceland prison vacation europe inequality equality health care education finland,1
9112,Triple 9, heist corrupt cop betrayal police detective murder of a police officer murder uncle nephew relationship death of brother jewish bomb cell phone exploding car assault rifle ghetto housing project,1
9113,Star Trek: Horizon,,0
9114,Hot Bot, female rear nudity seduction female robot bare butt chainsaw out of control outsider bare chested male male rear nudity,1
9115,Halloweed, candy corn marijuana weed stoner baby costume racecar driver costume halloween costume halloween baby mask mayoral election pumpkin carving hitchhiking electric chair,1
9116,Severus Snape and the Marauders, marauder apology scarred face transformation rat based on book series duel pub year 1978 bully wizard magic fan film prequel,1
9117,American Poltergeist,,0
9118,Emelie, children babysitter corvette gun pointed at face home made sex tape dead body in a trunk python gerbil painting on a wall childs painting firecrackers woman sitting on a toilet playing hide and seek camera playing dress up,1
9119,Knight of Cups, movie industry brother brother relationship father son relationship trippy fantasies theatre myth visual art non linear design sculpture architecture filmmaking performance dance,1
9120,Whiskey Tango Foxtrot, afghanistan journalist drink in title war on terrorism kabul afghanistan female reporter female journalist embedded journalism based on book three word title danger reporter guide translator abroad,1
9121,The Adderall Diaries, f rated based on novel,1
9122,The Young Messiah, messiah based on novel,1
9123,The Perfect Match,,0
9124,Burning Bodhi,,0
9125,Me Him Her, lesbian party abduction paparazzi gay reference to power rangers gay kiss milk crazy woman sword fight lesbian kiss cliff man in underwear desert surrealism,1
9126,Singing with Angels,,0
9127,About Scout,,0
9128,Harvest Lake, female full frontal nudity male full frontal nudity female full rear nudity penis threesome one male two females threesome gay sex campfire girl in bikini cabin van lake crawl tattoo sex outside,1
9129,Johnny Frank Garrett's Last Word,,0
9130,The Good Neighbor, neighbor rooster costume court suicide halloween party halloween basement old man fake ghost hidden camera prank,1
9131,Waffle Street,,0
9132,Dudes & Dragons, dragon sword and sorcery,1
9133,Miracles from Heaven, falling into a hole christian film christianity child cancer child with leukemia leukemia illness near death experience concussion prayer vomit terminal illness mother daughter relationship sick child christian,1
9134,Krisha, produced by director actor director actress shares first name with character one word title written by director based on short film actor shares first name with character character name in title,1
9135,The Bronze, local celebrity gymnastics asshole reference to pubic hair olympic games f word female gymnast female coach two word title female frontal nudity male frontal nudity olympic hopeful olympian former athlete small town,1
9136,The Channel, near death ghost exorcism,1
9137,Door to the Other Side,,0
9138,Rise, artificial intelligence robot android one word title,1
9139,Miss India America, beauty pageant pageant best friend hannah simone winning india america california poetry south asian,1
9140,Batman v Superman: Dawn of Justice, based on comic book superhero sequel to a reboot sequel gotham wonder woman dc extended universe dc comics metropolis journalist superhero versus superhero origin of hero rivalry employer employee relationship revenge,1
9141,My Big Fat Greek Wedding 2, wedding greek family restaurant roommate kiss suburb remarriage wedding planner pink limousine new york city usa chicago illinois asked to the prom prom dress prom,1
9142,Jane Wants a Boyfriend, aspergers syndrome,1
9143,Too Late, female pubic hair full frontal female nudity cmnf bottomless labia vagina missing woman breasts humiliation alcohol pistol cigarette smoking stripper pole strip club claim in title,1
9144,I Saw the Light, singer alcoholism reference to billboard magazine christmas womanizer new york city year 1944 songwriter musician guitar player guitar crying man pregnancy on the road fake doctor,1
9145,Anguish,,0
9146,Hello, My Name Is Doris, co worker sixty something funeral white cat female singer daydream facebook profile facebook being followed following someone vintage clothing office computer satire new york city,1
9147,Meet the Blacks, middle class america racism past catching up parody breaking the fourth wall spoof movie,1
9148,Pandemic, pandemic found footage post apocalypse infection point of view shaky cam los angeles california subjective camera one word title,1
9149,God's Not Dead 2, manipulation alternate universe christian film christianity christian religious freedom religion high school school teacher protest juror judge church history class,1
9150,Amityville Terror,,0
9151,Natural Born Pranksters,,0
9152,Wildflower,,0
9153,Countdown, freeze frame little boy anger hatred liquid nitrogen elevator scar bomb squad laboratory driving in reverse laptop deportation immigrant character repeating someone elses dialogue mercilessness,1
9154,Everybody Wants Some!!, male objectification college baseball 1980s male rivalry friendship between men man undressing male underwear bong male nudity college baseball kiss exclamation in title claim in title homoerotic,1
9155,Temps,,0
9156,One More Time, pantyhose nude pantyhose crooner hamptons new york concert platinum record rolls royce swimming pool unemployed legal battle infidelity piano album sibling rivalry,1
9157,Hush, writer home invasion masked killer deaf shot in the leg laptop serial killer victim fights back climbing in a window climbing out a window roof chase climbing on a roof chase on roof flashlight cat,1
9158,The Invitation, dinner party suicide death cult old friend shooting stabbing deception suspicion husband wife relationship premeditated murder hiding victim invited to dinner conspiracy poisoned lunatic,1
9159,The Boss, business girl scouts overweight woman double cross female protagonist orphanage quitting a job two word title f word fight,1
9160,Mr. Right, hitman two word title period in title abbreviation in title fight choreography reaction time perfect couple woman kills attacker self defense strong female character strong female lead,1
9161,Memoria, f rated,1
9162,Fools,,0
9163,The American Side, f rated,1
9164,Barbershop: The Next Cut,,0
9165,I Am Wrath, police flat tire falling down stairs mexican standoff answering machine man kills a woman crying man paranoia panic danger fear murder spree killing spree political corruption corrupt politician,1
9166,Here Alone, post apocalypse zombie apocalypse zombie,1
9167,Holidays, dark anthology midnight new years eve fathers day st patricks day tied up while barefoot tied feet darkness night blood easter christmas halloween valentines day,1
9168,Criminal, cia husband wife relationship violence tied up while barefoot mission memory cia agent convict death row inmate death row plane shot down shot multiple times fire fight car explosion police car flip,1
9169,Paradox, fall to death brain damage throat cut discovering a dead body time paradox shot in the head time travel surprise ending tank top data disk dead body in locker infiltrator severed head nonlinear timeline self destruct,1
9170,Elvis & Nixon, white house singer us president nixon photograph elvis dr pepper gun shooting a tv set secret service concealed weapon mms based on true story airplane trip airport,1
9171,Midnight Special, on the run father son relationship cult gas station underweight goggles kidnapping motel government destiny national security agency pursuit boy us government police officer killed at traffic stop,1
9172,The Huntsman: Winter's War, fairy tale based on fairy tale dark fantasy second part sequel forbidden love love ice ice queen queen fight army warrior magical mirror looking at oneself in a mirror,1
9173,Maggie's Plan, daughter anthropologist quebec reference to slavoj zizek f rated blended family little girl brooklyn new york new yorker family dinner american abroad ex boyfriend ex girlfriend relationship best friend pickle toilet,1
9174,Term Life, mafia thief corrupt cop father daughter relationship strong female character strong female lead,1
9175,Time Toys,,0
9176,Papa Hemingway in Cuba,,0
9177,Mother's Day, single father mother daughter relationship holiday in title,1
9178,The Legend of Zelda Oblivion Rising, zelda,1
9179,Sniper: Special Ops, shooting explosion violence,1
9180,Crossing Point,,0
9181,Those People, gay painter pianist gay protagonist gay love gay romance gay pianist gay artist gay kiss gay sex gay crush gay friend gay best friend obsession best friend,1
9182,Code of Honor, topless female nudity bare breasts stripper mission politician colonel justice city gang vigilantism police biker gang biker motorcycle gang motorcycle,1
9183,Mothers and Daughters,,0
9184,The Family Fang, search macabre art controversial artist conceptual art happy ending fake fangs performance art fake blood performance artist missing parents police dysfunctional family bad parenting childhood trauma flashback,1
9185,Being Charlie,,0
9186,Captain America: Civil War, marvel cinematic universe based on comic book superhero siberia bucharest friendship between men character name in title romania based on comic accountability new york city terrorist bombing frozen body black widow the character disagreement,1
9187,Little Accidents, teenage boy death of a parent class action suit boy in peril dead boy 15 year old secret affair coal mine f rated no opening credits murder of a teenager self defense chase union,1
9188,The Trust, police officer robbing a criminal theft partner in crime corrupt cop vault heist paranoia deception female hostage tragic ending infighting introspection gangster shot in the head,1
9189,Search Party, male full frontal nudity male rear nudity male frontal nudity naked in public male nudity male pubic hair bare chested male mexico public nudity forced nudity embarrassing nudity embarrassing male nudity female nudity cup,1
9190,PelÈ: Birth of a Legend, brazil swedish girl scandinavian girl based on real events father son relationship television set soccer world cup nonlinear timeline multiple time frames 1950s character name in title,1
9191,Green Room, fire extinguisher neo nazi reference to the misfits the band 911 call box cutter killer dog skinhead punk band murder white supremacist fart joke animal attack reference to prince reference to madonna reference to black sabbath,1
9192,Money Monster, money hostage death shot in the heart shot in the chest fake bomb fraud investment financial loss high finance finance sniper tv cameraman cameraman police,1
9193,The Darkness, native american folklore autistic child demon cursed object grand canyon petroglyph handprint faucet stone portal cave painting cave spirit imaginary friend glasses,1
9194,AmeriGeddon, martial law united nations helicopter texas chicago college student exploding car father daughter relationship one word title soldier,1
9195,Jimmy Vestvood: Amerikan Hero, iranian abroad persian diaspora iranica iranian diaspora sponsored by a lottery new identity security guard persian culture undercover fbi agent drink thrown in face accused of being a terrorist visa lottery immigration iranian immigrant iran,1
9196,Chocolate City, knock out secret newcomer dance instructor bare ass ladies night brother brother relationship strip club barber shop job offer jobless pastor black community gay interest mother son relationship,1
9197,Neighbors 3: Zombies Rising, neighbor zombie fight friendship blood violence sequel death number in title,1
9198,Big Stone Gap, f rated coal miner italian american outdoor theatre wedding drug store mobile library explosion coal mine wig reference to elizabeth taylor,1
9199,Neighbors 2: Sorority Rising, gay gay marriage proposal gay man gay best friend bare chested male next door neighbor swearing weed reference to anime drug dealer male nudity group of friends clown costume pregnant woman gay wedding,1
9200,The Nice Guys, neo noir investigation los angeles california conspiracy enemies become allies private investigator corruption falling off a balcony porn star porn industry porno film pornographer party pornography falling through a glass roof,1
9201,Back in the Day,,0
9202,Weiner, photo campaign weiner political new york congressman mayor new york city resign mayoral election campaign congress wife resignation politician,1
9203,Equals, sex scene infected utopian illustrator emotions suicide,1
9204,X-Men: Apocalypse, mutant x men superhero team superhero year 1983 1980s based on comic book marvel comics comic book good versus evil third part sequel to prequel period film prequel and sequel sequel,1
9205,Holy Hell, west hollywood cult ex cult member faith crisis of faith loss of faith new age anti intellectual archival footage austin texas blind faith craziness credulousness delusion dupe,1
9206,Lea to the Rescue, rainforest american girl native tribe amazon tribe amazon amazon rainforest punctuation in title colon in title camera native interracial friendship tween girl brother sister relationship missing brother little girl,1
9207,Deserted, death valley getting lost desert one word title triple f rated brother sister relationship female protagonist mother daughter relationship title directed by female f rated,1
9208,The Curse of Sleeping Beauty,,0
9209,Urge, drug overeating suicide female nudity party murder sex scene hedonism scene during end credits,1
9210,The Meddler, apple store retired cop overbearing mother lesbian wedding mother daughter relationship singing in a car prominent product placement bare chested male reference to jason statham film set movie extra car crash stolen car ash scattering holding cell,1
9211,Approaching the Unknown, mars solo mission astronaut space travel mechanical problem mission control colonization spaceship nasa isolation space mission,1
9212,Teenage Mutant Ninja Turtles: Out of the Shadows, sequel based on comic book turtle rat brother brother relationship anthropomorphic animal talking animal based on comic mutagen scientist warlord police criminal teleportation transformation,1
9213,Popstar: Never Stop Never Stopping, pop star repetition in title scene during end credits concert mockumentary celebrity full frontal male nudity wolf performance racial slur award reconciliation disguise fame death of pet,1
9214,The Witness, urban legend witness murder interview historical reinterpretation part animated new york city investigation indifference,1
9215,Girl in Woods,,0
9216,Never Back Down: No Surrender,,0
9217,The Axe Murders of Villisca, villisca small town new girl in town homosexual year 1912 haunted house gay friend lgbt horror gay axe,1
9218,Casual Encounters,,0
9219,The Sweet Life,,0
9220,Careful What You Wish For, life insurance policy life insurance female nudity newspaper headline investor blood stain broken window crime scene gasoline witness fat man police station blonde woman insurance investigation insurance investigator,1
9221,Be Somebody,,0
9222,Cell, cell phone signal zombie apocalypse survivor artist new england chaos maine epidemic dream husband murders wife suicide vest slow motion scene horde key,1
9223,Blackway, pacific northwest hometown ex cop sheriff harassment stalker crime lord woman in jeopardy pigtails explosion fire meth lab pump action shotgun talking while driving driving,1
9224,Puerto Ricans in Paris, puerto rican handbag stolen handbag beret buddy cop undercover cop undercover city in title latino hispanic police partner hispanic american france police detective police protagonist,1
9225,Range 15,,0
9226,Finding Dory, fish ocean whale whale shark talking animal clownfish octopus friend family reunion memory loss reunion shark box truck slow motion scene slow motion,1
9227,Central Intelligence, high school rogue agent accountant prank cia facebook high school reunion espionage raised middle finger assassination attempt reference to taylor swift flash grenade explosive revelation macguffin,1
9228,The Last Heist,,0
9229,Sticky Notes,,0
9230,Dead Rising: Endgame,,0
9231,Uncanny, reporter artificial intelligence scientist deception prosthetic penis sex with an android voice recorder penile implant prosthesis watching porn turning the tables penthouse apartment falling in love butt crack tied to a chair,1
9232,Last Days in the Desert,,0
9233,Septembers of Shiraz,,0
9234,The Duel, comanchero,1
9235,Chronically Metropolitan,,0
9236,Satanic, voyeurism voyeur,1
9237,The BFG, giant dream queen orphan london england england based on book orphan girl little girl evil brother cannibal roald dahl title spoken by character nightmare female hero,1
9238,The Purge: Election Year, minister presidential election ritual sacrifice cathedral reference to george washington washington dc survival horror night senator election mission sniper anarchy ritual revenge,1
9239,Buddymoon,,0
9240,Akron, gay gay lover gay boyfriend gay romance gay teenager gay couple death of brother male nudity gay kiss gay student gay love akron ohio reconciliation family loyalty confrontation,1
9241,Emma's Chance,,0
9242,Sinister Squad, death based on film fan film parody prison cell grim reaper violence shoot out mockbuster,1
9243,Zero Days, stuxnet malware centrifuge iran top secret project computer virus cyber attack computer worm obama administration bush administration microsoft windows cia nsa cybersecurity cyber warfare,1
9244,Mike and Dave Need Wedding Dates, wedding brother brother relationship hawaii male objectification passive aggressive woman childish woman womanchild manipulative woman male friendship character name in title reference to goosebumps book series voyeurism voyeur blue panties tan line,1
9245,Mono,,0
9246,Undrafted,,0
9247,Tony Robbins: I Am Not Your Guru,,0
9248,Ava's Impossible Things, lesbian lesbian film f rated,1
9249,Get a Job, economic recession group of friends college graduate money problems fired from the job usa imperative in title unemployment nudity three word title,1
9250,Lego DC Comics Superheroes: Justice League - Gotham City Breakout,,0
9251,Wiener-Dog, dachshund intermission animatronic art exhibition 6 months later blood dog killed by a truck killed by a truck dog killed dream sequence little girl ostrich egg egg gift check,1
9252,Ghost Team, two word title no opening credits title spoken by character,1
9253,Internet Famous,,0
9254,Lights Out, switching lights on and off brother sister relationship reference to avenged sevenfold half brother half sister relationship light switch light bulb trapped in a basement shot in the head suicide by shooting self grabbed from behind mysterious figure mentally ill mother mother son relationship black light based on short film,1
9255,Ice Age: Collision Course, planet acorn fifth part sequel mass extinction mars wedding near miss walking with a cane hogtied volcano unicorn meteorite crystal feather,1
9256,Don't Think Twice, basement apartment fictional tv show sketch comedy overalls,1
9257,Batman: The Killing Joke, joker bra superhero origin of villain attack madness woman in a wheelchair laughing locked in a cage supervillian origin song and dance male singer man wearing a dog collar and leash public humiliation beaten up,1
9258,Nerve, dare game online game new york city tattoo internet motorcycle knocked out boat danger time limit argument cellphone video green dress dress,1
9259,The Escort, journalist journalist working on a story call girl female escort high class prostitute high class prostitution sex addict,1
9260,Tallulah, f rated painting money theft reading a book book signing nonlinear timeline mother love mistaken identity park writer baby stroller hospital arrest levitation,1
9261,Viral, virus teenager disease gas mask violence sister sister relationship actor shares first name with character,1
9262,Gleason, independent film,1
9263,Equity, womens issues sexism investment banker corruption betrayal triple f rated f rated job termination financial corruption employment discrimination short selling stock market initial public offering federal prosecutor insider trading,1
9264,Bad Moms, female frontal nudity pta election drugs fired from the job slow motion pubic hair female full frontal nudity female nudity nudity depressed woman school principal working mom crying woman mom,1
9265,The Suffering,,0
9266,Sniper: Ghost Shooter, sniper,1
9267,Split, bowling,1
9268,The Land, summer friendship between boys teenage boy friendship four friends,1
9269,Gimme Danger, scene during end credits scene before opening credits two word title,1
9270,Caf√© Society, 1930s uncle high class older man younger woman marriage reference to james cagney jewish mother new years eve prison shot in the head gangster letter secretary party nightclub reference to william wyler,1
9271,The Mind's Eye,,0
9272,Sun Choke, obsession insanity nanny caretaker regimen wellness psychotic break woman kills woman female murderer watching someone having sex shaving a womans legs tuning fork murder bath straight razor,1
9273,Joshy,,0
9274,Amateur Night, prostitute hogtied individual hog tied hogtied woman bound and gagged woman gagged gagged woman gagged red ball gag ball gagged ball gag woman tied up female tied up tied up tied up and gagged,1
9275,Sausage Party, adult animation musical number sex scene orgy adult humor supermarket douche eaten alive gum lesbian severed head satire death potato lavash,1
9276,Kubo and the Two Strings, stop motion samurai mother son relationship magic storytelling animated origami armor village 3d grandfather grandson relationship thunderstorm fishing fish sword flying,1
9277,Imperium,,0
9278,The Intervention, reference to matt damon reference to adolf hitler no opening credits husband wife relationship f word f rated,1
9279,The Hollars, surgery reference to the indigo girls singing in a hospital reference to alice cooper bare chested male eating food cafe bathrobe boxer shorts son slaps father father slaps son face slap singing song,1
9280,The Sea of Trees, forest suicide lost mount fuji suicide forest japan car crash funeral loss of wife death of wife ambulance hit by a truck hit by a truck ambulance hospital googling for information,1
9281,Pacific Standard Time, bikini,1
9282,No Manches Frida,,0
9283,Tell Me How I Die, drugs suspense virtual reality time travel slasher serial killer murder social media youtube halloween,1
9284,Kickboxer: Vengeance,,0
9285,Yoga Hosers, second part part of trilogy yoga canada millennial generation disgruntled customer high school camera phone hockey friend clerk cereal convenience store clerk convenience store female friendship,1
9286,Food Choices, health food choice diet veganism vegan meat industry,1
9287,In-Lawfully Yours, faith based,1
9288,Brother Nature,,0
9289,When the Bough Breaks, sex scene woman in bathtub surrogate mother baby pregnancy woman shaving her legs dilemma woman kills man sensuality partial female nudity pregnant womans water breaks broken glass yoga crib aquarium,1
9290,Other People, cancer gay lead character breakup death anticipating death chemotherapy bereavement sorrow mourning alienation terminal illness homophobia nausea wig female baldness,1
9291,Ithaca,,0
9292,Kicks, shoes blow job drugs smoking weed cigarette smoking one word title shooting gun blood violence african american slow motion written by director title spoken by character,1
9293,The Disappointments Room, blood attic baby key husband death pills cat dog woman in jeopardy wine photograph kitchen beating dead body,1
9294,Birth of the Dragon,,0
9295,Who Gets the Dog?,,0
9296,Chalk It Up, gymnastics gymnast,1
9297,Wild Oats,,0
9298,ARQ, time loop face spattered with blood robot soldier unresolved ending immolation devastation coughing shot point blank suffocation electrocuted pool of blood throat cut faked death box cutter locked in jail,1
9299,The Devil's Dolls, tied up while barefoot tied feet murder serial killer ancient curse effigy devil,1
9300,The Neighbor,,0
9301,Cardboard Boxer,,0
9302,Mr. Church, cook fatherless child based on writers life inspired by true events driving car books pregnant girl prom jazz breast cancer cancer faithful servant character name in title,1
9303,My Blind Brother,,0
9304,Hurricane Bianca, drag drag queen teacher gay texas revenge tattoo model volcano electric fan reference to nancy grace reference to reese witherspoon reference to britney spears reference to lady gaga reference to cher high school,1
9305,Miss Stevens, competition teacher art competition road trip two word title spare tyre monologue gay friend dead mother depression teacher student relationship english teacher drama competition f rated off of prescription medication,1
9306,The Standoff, tween teenager,1
9307,Interrogation,,0
9308,The Music of Strangers, culture artistic collaboration musical collective multicultural multicultural band musical instrument ensemble inter cultural intercultural musician artist cellist joy group hagia sophia,1
9309,Daylight's End, vampire,1
9310,Storks, baby stork delivery stork baby girl boss girl antagonist flying transformation plane chase teenage girl anthropomorphic stork baby factory wolves,1
9311,Desiree, amnesia based on novel,1
9312,3 Generations, female to male transition gender transition transgender female to male lesbian grandmother single mother transgender teen grandmother grandson relationship mother son relationship transgender interest lesbian interest grandma f rated weight lifting,1
9313,Pushing Dead,,0
9314,Queen of Katwe,,0
9315,ClownTown,,0
9316,Loserville,,0
9317,Harry & Snowman,,0
9318,Danny Says,,0
9319,Imperial Dreams,,0
9320,Counter Clockwise,,0
9321,The Monster, remake road trip broken family mother daughter relationship,1
9322,The Late Bloomer, puberty falling in love sex therapist story continued during end credits scene during end credits based on book,1
9323,The Greasy Strangler, son night nudity eyes sausage disembodied eye female frontal nudity female nudity male frontal nudity male nudity crude humor genitalia strangler run walking,1
9324,Better Off Single, two word title,1
9325,The Great Gilly Hopkins, based on novel character name in title,1
9326,The Hollow,,0
9327,The Rendezvous,,0
9328,It Stains the Sands Red,,0
9329,Katie Says Goodbye,,0
9330,Broken Vows,,0
9331,Blue Jay,,0
9332,Patient Seven, patient interview research book psychiatrist frame story trick or treating serial killer empty gun pistol gun photograph snow ward twist,1
9333,Shovel Buddies,,0
9334,Friends Effing Friends Effing Friends,,0
9335,The Thinning, aptitude test conspiracy high school meritocracy eugenics father son relationship dystopia,1
9336,Virtual Revolution,,0
9337,Unleashed,,0
9338,Little Sister, nun,1
9339,Ordinary World,,0
9340,Baked in Brooklyn, dinner delivery bicycle sale drug smoking fired money sex scene weed,1
9341,Kevin Hart: What Now?, reenactment scene during end credits rape joke telling a joke storytelling year 2015 football stadium covered in blood stabbed to death stabbed through the chin stabbed in the chest shot to death shot in the chest shot in the forehead pistol,1
9342,The Accountant, autistic child autism accountant brother brother relationship sniper autistic son assassin training father money numbers brother loner troubled childhood violence,1
9343,Priceless, death kidnapping corrupt official corruption slavery traffic virginity prostitution rape gun violence oppression injustice young woman dark past intrigue,1
9344,USS Indianapolis: Men of Courage, world war two 1940s based on true story,1
9345,The River Thief, river thief tied feet balloons murder robber necklace pendant drugs boat airplane gun grandfather diner waitress,1
9346,Terrifier, woman,1
9347,First Girl I Loved, best friend high school girl young female sexuality lesbian kiss lesbianism written by director female female kiss lesbian crush lesbian teen sexual awakening lesbian interest friendship between teens friendship teenage boy,1
9348,Within, house new house slow motion scene tight space drywall barefoot male electrical fire bound and gagged mistaken identity ambulance psychopath baseball bat agoraphobia doodle carried over threshold,1
9349,Life, Animated, autism part animated hope love coming of age husband wife relationship mother son relationship father son relationship brother brother relationship animated sequence mental illness role change despair joke friendship,1
9350,Requiem for the American Dream, power wealth inequality democracy business life business united states society politician equality economy politics,1
9351,Fear, Inc., haunted house attraction baseball bat with nails spreadeagle tied to a bed bound and gagged reference to game of thrones shot in head home invasion torture kiss halloween pool fake death police mask,1
9352,Wolves at the Door,,0
9353,American Pastoral, social criticism nuclear family vietnam war bombing 1960s radical reference to the vietnam war actor director father daughter relationship husband wife relationship pulitzer prize source based on novel factory infidelity funeral explosion,1
9354,King Cobra, gay interest gay oral sex bare chested male gay sex gay pornography male rear nudity male nudity pornographer based on true story homosexual sex scene gun swimming pool family relationships,1
9355,The Whole Truth, defense attorney trial death of husband widow mother son relationship abusive father suspected murder death of father,1
9356,Boo! A Madea Halloween, halloween madea series halloween prank ghost story fraternity clown costume trick or treat cow costume soldier costume halloween costume halloween party fake ghost group of teenagers directed by star sequel,1
9357,I'm Not Ashamed, christian film christian propaganda high school student high school true story massacre kindness beer machine gun drinking smoking littleton colorado year 1999 teenage girl teenage boy,1
9358,Good Kids, student graduation high school student high school male objectification written by director university unrequited love platonic love knocked out knock out character says i love you hand job violence wrestling,1
9359,In a Valley of Violence,,0
9360,It Had to Be You, f rated,1
9361,Michael Moore in TrumpLand, american politics loser donald reference to pope francis reference to ralph nader reference to bill clinton reference to hillary clinton trumpland ohio clinton county ohio one man show crypto fascism wilmington ohio audience interaction applause swearing,1
9362,Autumn Lights,,0
9363,The Escape,,0
9364,Shangri-La Suite,,0
9365,I Am the Pretty Thing That Lives in the House, nurse old woman writer murder ghost,1
9366,Recovery,,0
9367,New Life,,0
9368,Child Eater,,0
9369,Before the Flood, environment ecosystem climate change pope vatican wind energy wind turbine refugee camp barack obama reference to barack obama factory solar energy solar panel renewable energy ushuaia argentina,1
9370,Little Mermaid,,0
9371,The Watcher,,0
9372,Trash Fire, bulimia seizure,1
9373,The Witching, overdose night watchman hourglass husband wife relationship psychic god radio station talk radio,1
9374,Trolls, f rated troll doll troll cgi animation based on toy roller skates cupcake hiding fireworks guitar campfire princess scrapbook scrapbooking hugging,1
9375,Doctor Strange, magic wizard magician neurosurgeon doctor sorcerer alternate dimension inanimate object comes to life teleportation time loop time reversal kathmandu nepal scene during end credits mysticism marvel cinematic universe,1
9376,The Frontier,,0
9377,Dog Eat Dog, baby ethnic slur ex convict black and white scene dragged by a car drug use police brutality impersonating a police officer dead body kidnapping a baby kidnapping reference to humphrey bogart reference to taylor swift murder repetition in title,1
9378,Dreamland, may december romance older woman younger man relationship,1
9379,Arrival, alien contact linguistics female scientist linguist based on short story alien spacecraft extraterrestrial nonlinear timeline mother daughter relationship first contact seeing the future reference to abbott and costello memory death of daughter,1
9380,Almost Christmas,,0
9381,Love Is All You Need?, gay bullying snuff murder lesbian based on short film,1
9382,Army of One,,0
9383,The Possession Experiment, online campaign fund raising exorcism swat team bare chested male secret adoption priest abandoned house medium class project ouija board multiple killing marijuana cigarette possessed man possessed woman,1
9384,Officer Downe, vigilante image comics based on comic book based on comic based on graphic novel cop resurrection,1
9385,Bleed for This, comeback broken neck boxing male objectification rhode island man wearing thong male wearing thong bare chested male exercise bike male in underwear underdog halo twilight,1
9386,Mythica: The Godslayer, sword and sorcery,1
9387,Newman,,0
9388,Mercy,,0
9389,We Love You,,0
9390,Night of Something Strange, std female nudity blood tampon gore zombie,1
9391,Rules Don't Apply, christian woman actress driver billionaire eccentric virgin songwriter aspiring actress hollywood baptist dance class movie studio rko pictures undershirt guilt,1
9392,Bad Santa 2, anti christmas mad woman masturbation villain pervert creep perversion toilet humor midwest chicago illinois white trash porn doggystyle sex bad taste bbw,1
9393,Inner Workings, battle of mind and heart boring job loneliness repetition peer pressure social conditioning unconfident lack of self belief repression conformity cgi animation,1
9394,Always Shine, jealousy best friends temporary insanity person snapping psychological break up unhinged murderous rage brutal murder forest party female best friends female protagonist sex scene boyfriend girlfriend relationship,1
9395,Her Dark Past,,0
9396,Uno: The Movie, based on board game,1
9397,White Girl, f rated title directed by female summer partying college girl new york city sex scene blonde girl kiss on the lips breasts kissing blowjob female protagonist naked natural breasts,1
9398,Pocket Listing, murder adultery revenge power villa broker real estate breaking the fourth wall hot tub orgy dangerous woman anti hero salesman realtor death gangster,1
9399,Hacker,,0
9400,Run the Tide,,0
9401,SiREN, bachelor party female nudity siren the creature creature feature anal rape bare butt female full frontal nudity mythological creature leech male rear nudity rape demon rape male rape non statutory female on male anal rape non statutory female on male rape,1
